,노래제목,가수,가사
1974,Breathe (feat. Colbie Caillat),Taylor Swift(테일러 스위프트),"I see your face in my mind as I drive away,
Cause none of us thought it was gonna end that way.
People are people,
And sometimes we change our minds.
But it’s killing me to see you go after all this time.

Mmm mmm mmm
Mmm mmm mmm mmm mmm
Mmm mmm mmm
Mmm mmm mmm mmm mmm

Music starts playin’ like the end of a sad movie,
It’s the kinda ending you don’t really wanna see.
Cause it’s tragedy and it’ll only bring you down,
Now I don’t know what to be without you around.

And we know it’s never simple,
Never easy.
Never a clean break, noone here to save me.
You’re the only thing I know like the back of my hand,
And I can’t,
Breathe, 
Without you,
But I have to,
Breathe,
Without you,
But I have to.

Never wanted this, never wanna see you hurt.
Every little bump in the road I tried to swerve. 
But people are people,
And sometimes it doesn’t work out,
Nothing we say is gonna save us from the fall out.

And we know it’s never simple,
Never easy.
Never a clean break, no one here to save me.
You’re the only thing I know like the back of my hand,
And I can’t,
Breathe, 
Without you,
But I have to,
Breathe,
Without you,
But I have to.

It’s two a.m.
Feelin' like I just lost a friend.
Hope you know it’s not easy, 
Easy for me.
It’s two a.m.
Feelin’ like I just lost a friend.
Hope you know this ain’t easy,
Easy for me.

And we know it’s never simple,
Never easy.
Never a clean break, noone here to save me.

Ohhh

I can’t,
Breathe, 
Without you,
But I have to,
Breathe,
Without you,
But I have to.

Sorry (oh) Sorry (mmm)
Sorry (eh eh) Sorry (mmm)
Sorry (eh eh) Sorry (mmm)
Sorry"
1975,I Will Follow You Into The Dark,Death Cab For Cutie(데스 캡 포 큐티),"Love of mine some day you will die
But I'll be close behind
I'll follow you into the dark

No blinding light or tunnels to gates of white
Just our hands clasped so tight
Waiting for the hint of a spark
If heaven and hell decide
That they both are satisfied
Illuminate the no's on their vacancy signs

If there's no one beside you
When your soul embarks
Then I'll follow you into the dark

In Catholic school as vicious as Roman rule
I got my knuckles brusied by a lady in black
And I held my toungue as she told me
""Son fear is the heart of love""
So I never went back

If heaven and hell decide
That they both are satisfied
Illuminate the no's on their vacancy signs

If there's no one beside you
When your soul embarks
Then I'll follow you into the dark

You and me have seen everything to see
From Bangkok to Calgary
And the soles of your shoes are all worn down
The time for sleep is now
It's nothing to cry about
Cause we'll hold each other soon
The blackest of rooms

If heaven and hell decide
That they both are satisfied
Illuminate the no's on their vacancy signs

If there's no one beside you
When your soul embarks
Then I'll follow you into the dark
Then I'll follow you into the dark"
1976,Romeo And Juliet,Dire Straits(다이어 스트레이츠),"a lovestruck romeo sings the streets a serenade
laying everybody low with a lovesong that he made
finds a streetlight steps out of the shade
says something like you and me babe how about it?

juliet says hey it’s romeo you nearly gave me a heart attack
he’s underneath the window she’s singing hey la my boyfriend’s back
you shoudn’t come around here singing up at people like that 
anyway what you gonna do about it?

juliet the dice were loaded from the start
and I bet and you exploded in my heart
and I forget I forget the movie song
when you gonna realize it was just that the time was wrong juliet? 

come up on different streets they both were streets of shame
both dirty both mean yes and the dream was just the same
and I dream your dream for you and now your dream is real
how can you look at me as I was just another one of your deals?

well you can fall for chains of silver you can fall for chains of gold
you can fall for pretty strangers and the promises they hold
you promised me everything you promised me thick and thin
now you just say oh romeo yeah you know I used to have a scene with him

juliet when we made love you used to cry
you said I love you like the stars above I’ll love you till I die
there’s a place for us you know the movie song
when you gonna realize it was just that the time was wrong?

I can’t do the talk like the talk on the tv
and I can’t do a love song like the way its meant to be
I can’t do everything but I’d do anything for you
can’t do anything except be in love with you

and all I do is miss you and the way we used to be
all I do is keep the beat the bad company
all I do is kiss you through the bars of Orion
julie I’d do the stars with you any time

juliet when we made love you used to cry
you said I love you like the stars above Ill love you till I die
there’s a place for us you know the movie song
when you gonna realize it was just that the time was wrong?

a lovestruck romeo sings the streets a serenade
laying everybody low with a lovesong that he made
finds a convenient streetlight steps out of the shade
says something like you and me babe how about it?"
1977,Banana Pancakes,Jack Johnson(잭 존슨),"You hardly even notice 
When I try to show you this 
Song it’s meant to keep you 
From doing what you’re supposed to 
Like waking up too early 
Maybe we could sleep in 
I’ll make you banana pancakes 

Pretend like it’s the weekend now 
And we could pretend it all the time 
Can’t you see that it’s just raining 
There ain’t no need to go outside 

But just maybe, hala ka ukulele 
Mama made a baby 
I really don’t mind the practice 
Because you’re my little lady 
Lady, lady love me 
Because I love to lay here lazy 
We could close the curtains 

Pretend like there’s no world outside 
And we could pretend it all the time 
Can’t you see that it’s just raining 
There ain’t no need to go outside 

Ain’t no need, ain’t no need 
Can’t you see, can’t you see 
Rain all day and I don’t mind 

Telephone singing, ringing, it’s too early 
Don’t pick it up 
We don’t need to 
We got everything we need right here 
And everything we need is enough 
It’s just so easy 
When the whole world fits inside of your arms 
Do we really need to pay attention to the alarm 
Wake up slow, wake up slow 

But baby, you hardly even notice 
When I try to show you this 
Song it’s meant to keep you 
From doing what you’re supposed to 
Like waking up too early 
Maybe we could sleep in 
I’ll make you banana pancakes 

Pretend like it’s the weekend now 
And we could pretend it all the time 
Can’t you see that it’s just raining 
There ain’t no need to go outside 

Ain’t no need, ain’t no need 
Rain all day and I really really really don’t mind 
Can’t you see, can’t you see 
We’ve got to wake up slow"
1978,Chasing Cars,Snow Patrol(스노우 패트롤),"We'll do it all 
Everything 
On our own 
We don't need 
Anything 
Or anyone 
If I lay here 
If I just lay here 
Would you lie with me 
and just forget the world? 
I don't quite know 
How to say 
How I feel 
Those three words 
Are said too much 
They're not enough 
If I lay here 
If I just lay here 
Would you lie with me 
and just forget the world? 
Forget what we're told 
Before we get too old 
Show me a garden 
that's bursting into life 
Let's waste time 
Chasing cars 
Around our heads 
I need your grace 
To remind me 
To find my own 
If I lay here 
If I just lay here 
Would you lie with me a
nd just forget the world? 
Forget what we're told 
Before we get too old 
Show me a garden
that's bursting into life 
All that I am 
All that I ever was 
Is here in your perfect eyes, 
they're all I can see 
I don't know where 
Confused about how as well 
Just know that these things will 
never change for us at all 
If I lay here 
If I just lay here 
Would you lie with me
and just forget the world?"
1979,Stay (feat. Mikky Ekko),Rihanna(리아나),"All along it was a fever
A cold sweat hot-headed believer
I threw my hands in the air, said show me something
He said, if you dare come a little closer

Round and around and around and around we go
Oh, now tell me now tell me now tell me now you know

Not really sure how to feel about it
Something in the way you move
Makes me feel like I can't live without you
It takes me all the way
I want you to stay

It's not much of a life you're living
It's not just something you take, It's given

Round and around and around and around we go
Oh, 
now tell me now tell me now tell me now you know

Not really sure how to feel about it
Something in the way you move
Makes me feel like I can't live without you
It takes me all the way
And I want you to stay

Oh, the reason I hold on
Oh, cause I need this hole gone
Funny you're the broken one 
but I'm the only one who needed saving
Cause when you never see the light 
It's hard to know which one of us is caving

Not really sure how to feel about it
Something in the way you move
Makes me feel like I can't live without you
It takes me all the way
I want you to stay... stay
I want you to stay, ooh"
1980,Fire And Rain,James Taylor(제임스 테일러),"Just yesterday morning they let me know you were gone
Suzanne the plans they made put an end to you
I walked out this morning and I wrote down this song 
I just can't remember who to send it to

I've seen fire and I've seen rain
I've seen sunny days that I thought would never end
I've seen lonely times when I could not find a friend
But I always thought that I'd see you again

Won't you look down upon me, Jesus
You've got to help me make a stand
You've just got to see me through another day
My body's aching and my time is at hand
And I won't make it any other way

oh, I've seen fire and I've seen rain
I've seen sunny days that I thought would never end
I've seen lonely times when I could not find a friend
But I always thought that I'd see you again

I’ve been walking my mind to an easy time
My back turned towards the sun
Lord knows when the cold wind blows it’ll turn your head around
Well, there’s hours of time on the telephone line
To talk about things to come
Sweet dreams and flying machines in pieces on the ground.

oh, I've seen fire and I've seen rain
I've seen sunny days that I thought would never end
I've seen lonely times when I could not find a friend
But I always thought that I'd see you, baby, one more time again, now

Thought I'd see you one more time again
There's just a few things coming my way this time around, now
Thought I'd see you, thought I'd see you fire and rain, now"
1981,Holocene,Bon Iver(본 이베어)CONNECT 아티스트,"“Someway, baby, it’s part of me, apart from me.” 
you're laying waste to Halloween 
you fucked it friend, 
it's on it's head, 
it struck the street 
you're in Milwaukee,off your feet 

and at once I knew I was not magnificent 
strayed above the highway aisle 
jagged vacance, thick with ice
I could see for miles, miles, miles 

3rd and Lake it burnt away, the hallway 
was where we learned to celebrate 
automatic bought the years you'd talk for me 
that night you played me 'Lip Parade' 
not the needle, nor the thread, the lost decree 
saying nothing, that’s enough for me 

and at once I knew I was not magnificent 
hulled far from the highway aisle 
(jagged, vacance, thick with ice) 
I could see for miles, miles, miles 

Christmas night, 
it clutched the light, 
the hallow bright 
above my brother, 
I and tangled spines 
we smoked the screen to make 
it what it was to be 
now to know it in my memory

and at once I knew I was not magnificent 
high above the highway aisle 
jagged vacance, thick with ice
I could see for miles, miles, miles"
1982,All of Me,John Legend(존 레전드)CONNECT 아티스트,"What would I do without your smart mouth
Drawing me in, and you kicking me out
Got my head spinning, no kidding, 
I can’t pin you down
What’s going on in that beautiful mind
I’m on your magical mystery ride
And I’m so dizzy, don’t know what hit me, 
but I’ll be alright

My head’s under water
But I’m breathing fine
You’re crazy and I’m out of my mind

Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I’ll give my all to you
You’re my end and my beginning
Even when I lose I’m winning
Cause I give you all of me
And you give me all of you

How many times do I have to tell you
Even when you’re crying you’re beautiful too
The world is beating you down, 
I’m around through every mood
You’re my downfall, you’re my muse
My worst distraction, my rhythm and blues
I can’t stop singing, it’s ringing, 
I my head for you

My head’s under water
But I’m breathing fine
You’re crazy and I’m out of my mind

Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I’ll give my all to you
You’re my end and my beginning
Even when I lose I’m winning
Cause I give you all of me
And you give me all of you

Cards on the table, we’re both showing hearts
Risking it all, though it’s hard

Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I’ll give my all to you
You’re my end and my beginning
Even when I lose I’m winning
Cause I give you all of me
And you give me all of you

I give you all of me
And you give me all of you"
1983,가을 타나 봐,이무진,"계절은 돌고 돌아 돌아오는데
사랑은 돌고 돌아 떠나버리고
추억을 돌고 돌아 멈춰 서있는
다시 그 계절이 왔나 봐
나 가을 타나 봐
니가 그리워진 이 밤 나 혼자 널 기다리나 봐
나 가을 타나 봐
니가 불어오는 이 밤 나 혼자서 가을 타나 봐
Baby I'm lonely lonely lonely lonely
추억은 Falling falling falling falling
아무리 멀리멀리 떠나보내도 돌아오는 난
가을 타나 봐
내 곁을 스쳐 가는 많은 사람들
뭘 해도 채워지지 않는 시간들
아무리 잊어봐도 짙어져 가는
외로운 계절이 왔나 봐
나 가을 타나 봐
니가 그리워진 이 밤 나 혼자 널 기다리나 봐
나 가을 타나 봐
니가 불어오는 이 밤 나 혼자서 가을 타나 봐
Baby I'm lonely lonely lonely lonely
추억은 Falling falling falling falling
아무리 멀리멀리 떠나보내도 돌아오는 난
가을 타나 봐
You're always breathing in my mind
가슴 한구석이 시려와
Baby I'm missing you every night
니가 그리워
나 외로웠나 봐
니가 없는 이 거리에 나 혼자 널 서성이나 봐
참 보고 싶나 봐
너를 보내놓고 아직 나 혼자 널 사랑하나 봐
아직인가 봐 사랑하나 봐
니가 날 떠나가던 시린 이 계절이 돌아오면
가을 타나 봐
그리운가 봐
가을 타나 봐"
1984,가을밤 떠난 너,케이시,"가을밤 떠난 너
그런 너를 기다리는 나
그 계절은 다시 돌아
너를 생각나게 해
사랑한다고
기다린다고
전해달라고 이런 내 맘
차가운 밤 향기에
쓸쓸해지는 이 밤
잘 지내고 있니 넌 바쁜 거 같더라
가끔 니 소식을 들어 이젠
아무렇지 않은 척 괜찮다 해도
사실 혼자 많이 울었어
음 니가 보고 싶은 밤
울컥해지는 밤
잠 못 이루는 밤
시간만 더디게 가
가을밤 떠난 너
그런 너를 기다리는 나
그 계절은 다시 돌아
너를 생각나게 해
사랑한다고 기다린다고
전해달라고 이런 내 맘
차가운 밤 향기에
쓸쓸해지는 이 밤
미안해 이 말 한마디면 충분한데
뭐가 그리 어렵던지 우리
그때 내가 얼마나 못났었는지
정말 지독하게 미웠어
음 니가 보고 싶어져
수없이 참아도
걷잡을 수 없이
부쩍 커버린 내 맘
우리가 얼마나 행복하고 좋았었는데
넌 이 모든 추억들을
지우고 살 수 있니
사랑한다고 좋아한다고
못다 한 말들이 많다고
너에게 줄 마음이 아직 남아있다고
여전히 나
기다린다고
한 번만 돌아오라고
지나간 시간 속에
아직 멈춰있다고
가을밤 떠난 너
이제 홀로 서 있네"
1985,커피 한 잔 할래요,폴킴(Paul Kim)CONNECT 아티스트,"Breeze
가벼운 바람이 깨우는 Oh breeze
너의 생각으로 시작하는 My everyday
Breath
뭔가 좋은일이 생길것같은
절로 콧노래가 흘러나오는
그런 상상을 하게해
단둘이서 영활보자할까
시시하진 않을까
어떤 얘기로 널 웃게 할까
용기가 없는나
커피 한 잔 할래요
커피 한 잔 할래요
두 입술 꼭 깨물고 용기 낸 그 말
커피 한잔에 빌린 그대를 향한 나의 맘
보고싶었단 말 하고싶었죠
그대도 같나요
그대 나와 같나요
그대도 조금은 내 생각했나요
오늘은 내가 그댈 더 많이 웃게할게요
이대로 시간이 멈추길
Freeze
그저 흘러가는 시간들 Oh freeze
처음과는 많이 다른 요즘 너와 나
처음 느꼈던 가슴 속 떨림
넌 기억할런지
처음 만났던 그 곳에 가자
추억이 가득한
커피 한 잔 할래요
커피 한 잔 할래요
두입술 꼭 깨물고 용기낸 그 말
커피 한잔에 빌린 그대를 향한 나의 맘
보고싶었단 말 하고싶었죠
그대도 같나요
그대 나와 같나요
가끔 그 날의 우릴 생각하나요
내가 더 많이 웃게 해 주겠다는 그 약속
아직 나 잊지 않았어요
커피 한 잔 할래요
두 입술 꼭 깨물고 용기 낸 그 말
커피 한잔에 빌린 그대를 향한 나의 맘
보고싶었단 말 하고싶었죠
그대도 같나요
그대 나와 같나요
그대도 조금은 내 생각했나요
오늘은 내가 그댈 더 많이 웃게할게요
커피 한 잔 할래요"
1986,광화문에서 (At Gwanghwamun),규현 (KYUHYUN),"넌 어땠는지, 아직 여름이 남아
왠지 난 조금 지쳤던 하루
광화문 가로수 은행잎 물들 때
그제야 고갤 들었었나 봐

눈이 부시게 반짝이던 
우리 둘은 이미 남이 되었잖아
네 품 안에서 세상이 내 것이었던 
철없던 시절은 안녕

오늘 바보처럼 
그 자리에 서 있는 거야
비가 내리면 흠뻑 젖으며 
오지 않는 너를 기다려 
나는 행복했어
그 손 잡고 걷던 기억에 
또 뒤돌아 봐 네가 서 있을까 봐

난 모르겠어 세상 살아가는 게
늘 다른 누굴 찾는 일 인지     
커피 향 가득한 이 길 찾아오며
그제야 조금 웃었던 나야

처음이었어 
그토록 날 떨리게 한 사람은 
너뿐이잖아
누구보다 더 사랑스럽던 네가 
왜 내게서 떠나갔는지

오늘 바보처럼 
그 자리에 서 있는 거야
비가 내리면 흠뻑 젖으며 
오지 않는 너를 기다려 
나는 행복했어
그 손 잡고 걷던 기억에 
또 뒤돌아 봐 
네가 서 있을까 봐

그 자리에서 매일 알아가 
조금씩 변해가는 내 모습은 
먼 훗날엔 그저 웃어줘

난 행복해
오늘 여긴 그 때처럼 아름다우니

괜히 바보처럼 
이 자리에 서 있는 거야
비가 내리면 흠뻑 젖으며 
오지 않는 너를 기다려
나는 행복했어 (나는 행복해)
광화문 이 길을 다시 한번 뒤돌아 봐 
네가 서 있을까 봐"
1987,이젠 잊기로 해요 (Drama Ver.),미도와 파라솔,"이젠 잊기로 해요
이젠 잊어야 해요
사람 없는 성당에서 무릎 꿇고
기도했던걸 잊어요
이젠 잊기로 해요
이젠 잊어야 해요
그대 생일 그대에게
선물했던 모든 의미를 잊어요
사람 없는 성당에서 무릎 꿇고
기도했던걸 잊어요
그대 생일 그대에게
선물했던 모든 의미를 잊어요
술 취한 밤 그대에게
고백했던 모든 일들을 잊어요
눈 오던 날 같이 걷던 영화처럼
그 좋았던걸 잊어요
이젠 잊기로 해요
이젠 잊어야 해요
사람 없는 성당에서 무릎 꿇고
기도했던걸
이젠 잊기로 해요
이젠 잊어야 해요
술 취한 밤 그대에게 고백 했던
모든 일들을
이젠 잊기로 해요
이젠 잊기로 해요
라랄라라 라랄라라 라랄라라 라랄라라
라랄라라 라랄라라 라랄라라 라랄라라
라랄라라 라랄라라 라랄라라 라랄라라"
1988,벌써 일년,브라운 아이즈(Brown Eyes),"처음이라 그래 며칠뒤엔 괜찮아져
그 생각만으로 벌써 일년이
너와 만든 기념일마다
슬픔은 나를 찾아와
처음 사랑 고백하며 설렌 수줍음과
우리 처음 만난날 지나가고
너의 생일엔 눈물의 케익
촛불 켜고서 축하해
I believe in you
I believe in your mind
벌써 일년이 지났지만
일년뒤에도 그 일년뒤에도 널 기다려
너무보고싶어 돌아와줘 말 못했어
널 보는 따뜻한 그의 눈빛과
니 왼손에 껴진 반지보다
빛난 니 얼굴 때문에
I believe in you
I believe in your mind
다시 시작한 널 알면서
이젠 나없이 추억을 만드는 너라는 걸
내가 기억하는 추억은 언제나
지난 웃음과 얘기와 바램들
또 새로 만들 추억은 하나뿐
내 기다림과 눈물 속 너일뿐
I believe in you
I believe in your mind
다시 시작한 널 알면서
이젠 나없이 추억을 만드는 너라는 걸
I believe in you
I believe in your mind
벌써 일년이 지났지만
일년뒤에도 그 일년뒤에도 널 기다려"
1989,Falling,존박,"하얗게 번지는 머릿속에다 
그대를 새겨놓고 저 멀리 날아가 
모든 게 보이는 두 눈을 감고서 
시간을 되돌려서 그 때로 돌아가고 싶어 

Falling 이대로 falling for you 
날 잡아줄 수 없어도 
Falling 또 다시 falling for you 
날 감싸줄 수 없나요 

좋았던 나날도 너무 아팠던 날도 
이제 돌이켜보면 그저 그랬었나요 
아니라 말해요 멍든 가슴도 
멍해진 내마음도 다시 느낄 수만 있다면 

Falling 이대로 falling for you 
이런 날 잡아줄 수 없어요 
Falling 또 다시 falling for you 
제발 날 감싸줄 수 없나요 

까맣게 번지는 하늘 위에서 
한없이 추락하는 날 보고만 있네요 

Falling 이대로 falling for you 
이런 날 잡아 주세요 
Falling 또 다시 falling for you 
제발 날 감싸 주세요 

한없이 추락하더라도 바닥까지 떨어져도 
그댈 향해 난 falling for you 
그저 그대만 보네요"
1990,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,"가을밤이 찾아와
그대를 비추고
또 나를 감싸네
눈을 감을 때마다
향기로운 네 맘이
내게 전해지네
너는 무슨 생각해
나란히 누워서
저 별을 바라볼 때면
나와 같은 마음인지는 몰라도
너와 함께 있는 이 순간이 난 소중해
나랑 같이 걸을래
혹시 내일은 뭐해
네가 부담되지 않는 날에
산책이라도 할래
그냥 날이 좋길래
너와 걷고 싶어져서
내일 많이 바쁘지 않으면
혹시 나랑 같이 걸을래
많이 어색한가 봐
자꾸 딴 델 보고
널 닮은 별만 바라봐
싱그럽게 불어오는 바람에
너와 함께 있는 이 순간이 난 소중해
나랑 같이 걸을래
혹시 내일은 뭐해
네가 부담되지 않는 날에
산책이라도 할래
그냥 날이 좋길래
너와 걷고 싶어져서
내일 많이 바쁘지 않으면
혹시 나랑 같이 걸을래
힘들어 보일 땐
내가 더 아파오고
속상한 마음만 커져
내가 곁에 있을게 항상
너의 편이 되어줄게
저 하늘의 별처럼
나랑 같이 걸을래
혹시 내일은 뭐해
네가 부담되지 않는 날에
산책이라도 할래
그냥 날이 좋길래
너와 걷고 싶어져서
내일 많이 바쁘지 않으면
혹시 나랑 같이 걸을래"
1991,사랑이 올 거야 (아홉수 우리들 X 권진아),권진아,"고민됐나 봐 답이 아닐까 봐
우리의 실수로 반복되는 내 일상이

불안한가 봐 피기도 전에 또 질까 봐
이 어둠이 지나가면

When you believe 사랑이 올 거야
When you believe 행복이 올 거야
기다릴수록 흔들리며 짙어질 우리
향기로울 내일이 바람의 선물일 테니

두려웠잖아 우리의 현실이
내가 필요할 땐 너의 편이 돼줄 거야

서로 다름을 동경했던 해와 달처럼
그리움이 깊어지면

When you believe 사랑이 올 거야
When you believe 행복이 올 거야
기다릴수록 흔들리며 짙어질 우리
향기로울 내일이 바람의 선물일 테니

영원하진 않아 아픈 어떤 날도
추억으로 남을 거야

When you believe  사랑이 올 거야
When you believe 행복이 올 거야
위로해 주던 마음 다 해준 너를 위해
나는 다시 세상에 한 송이 꽃이 될 거야
나의 널 꽃피울 거야"
1992,밤 (Night),dori,"영화 같던 이 밤
사랑했던 이 밤
너와 걷던 이 밤을
기억 속에 머물러줘
영화 같던 이 밤
사랑했던 이 밤
너와 걷던 이 밤을
기억 속에 머물러줘
널 또 떠올린 이 밤
낮이지나 매일 밤이 되면
네 생각에 나는 솔직해져
아직까지 너를 잊지 못하고 난
많이 지났던 이 장소에선
한 번쯤은 만나길 바라며
외쳤어 난 너를 보고 싶다고 난
비슷한 듯 다른 옷차림
너와 갔던 그 장소와 거리는
그리운 네 모습 매일이 괴로워
오늘 밤에 난 널 추억할게
이 음악이 제발 네게 닿기를
홀린 것처럼 난 그때를 떠올려
영화 같던 이 밤
사랑했던 이 밤
너와 걷던 이 밤을
기억 속에 머물러줘
영화 같던 이 밤
사랑했던 이 밤
너와 걷던 이 밤을
기억 속에 머물러줘
널 또 떠올린 이 밤
다시 너와 그날 밤이 오면
그 순간엔 뭘 하고 싶은지
무슨 말을 해야 할지 나는 모르지만
그때처럼 너와 밤에 둘이
그저 걸어도 난 좋았었다고
매일 밤을 너와 함께하고 싶었지 난
비슷한 듯 다른 옷차림
너와 갔던 그 장소와 거리는
그리운 네 모습 매일이 괴로워
오늘 밤에 난 널 추억할게
이 음악이 제발 네게 닿기를
홀린 것처럼 난 그때를 떠올려
영화 같던 이 밤
사랑했던 이 밤
너와 걷던 이 밤을
기억 속에 머물러줘
영화 같던 이 밤
사랑했던 이 밤
너와 걷던 이 밤을
기억 속에 머물러줘
영화 같던 이 밤
사랑했던 이 밤
너와 걷던 이 밤을
기억 속에 머물러줘
영화 같던 이 밤
사랑했던 이 밤
너와 걷던 이 밤을
기억 속에 머물러줘
널 또 떠올린 이 밤"
1993,I'm Not Sure (Feat. maji),아영 (YOUNG),"아무런 의미도 없이 사는 건 너무 불안해
다들 그저 그렇게 사는데 나에겐 맞지가 않네
또 또 호기심에 또 그렇게 데여놓고 또
왜 또 태연한 척 사랑을 하려 하는데
아냐 다를 것 같아 이제 나 괜찮은 것 같아
Umm I'm ready to love
I'm not sure 확실한 건 하나 없다는 건 확신해
Ain't got no 답을 찾고 있어 tell me more about it
우린 다르지 않을까라는 기대감에 가득 차
La la la la la la umm I'm not sure
Anything I don't know about you
네가 어떤 사랑을 했던지
지금 나와, 우리 둘 사이의
따스한 온기가 더 중요해
넌 운명이란 걸 믿겠니
나도 믿고 싶은데 널 안아 주고 싶은데
또 나쁜 생각만 하는 날 보면 참 (한심해 죽겠어)
아냐 다를 것 같아 이제 나 괜찮은 것 같아
Umm I'm ready to love
I'm not sure 확실한 건 하나 없다는 건 확신해
Ain't got no 답을 찾고 있어 tell me more about it
우린 다르지 않을까라는 기대감에 가득 차
La la la la la la umm I'm not sure
비가 내리면 햇살도 반드시 널 비춰줄 테니
Boy, don't be afraid 이제는 내가 널 안아줄게
You are my love
I'm not sure 확실한 건 하나 없다는 건 확신해
Ain't got no 답을 찾고 있어 tell me more about it
우린 다르지 않을까라는 기대감에 가득 차
La la la la la la umm
I'm not sure 모든 걸 확실하게 할 필요는 없단 걸
알아 답은 이제 중요하지 않아
우린 다르지 않을까라는 기대감에 가득 차
La la la la la la umm"
1994,yours,데이먼스 이어(Damons year),"내가 손을 잡을게
너는 힘을 빼도 돼
그저 복사꽃 핀 거릴 걷자
너의 마음이 녹아
우리 밤을 합치면
무너진 달을 세워놓자
가끔 너의 모습은
봄날의 낮과 밤 같아
따스하다가도 차갑곤 해
또 넌 맑은 하늘에
내리는 소나기 같아
넌 대체 내게 뭐를 원해
그대여 난
솔직히 좀 싫어
그대는 내가 없더라도
아무렇지 않은 게
넌
나의 모든 하루를 바꿔
난 그렇게 또
두 눈을 감고 마네
그대여 난
솔직히 좀 싫어
그대는 내가 없더라도
아무렇지 않은 게
넌
나의 모든 하루를 바꿔
난 그렇게 또
두 눈을 감고 마네"
1995,HONEY (Feat. 크루셜스타),차우(Chawoo),"Honey
너를 보면 제일 먼저 떠오르는 말
나도 모르겠어 그냥 왠지 너에게는
달콤한 향기가 나는 것 같은 기분이야
Honey
너를 볼 때마다 떠오르는 말이야
꿀을 가득 품은 예쁜 꽃을 닮아서
그런가 보다
너에게 잘 어울리는 말인 것 같아
사실 이런 노래는 자신 없는데
너를 떠올리다 보니까 또 이렇게
안 하던 노래도 만들게 됐네
맘에 안 들어도 좋아해 줬으면 해
아무리 생각을 안 하려 해봐도
자꾸만 떠오르는
너를 노래를 써보려고 해
널 처음 만난
순간에 나는 느꼈지
우연히 만난
운명이란 걸 알았지
늘 내가 더 많이
너를 더 좋아하지
지금도 여전하지 난
똑같아
Honey
너를 보면 제일 먼저 떠오르는 말
나도 모르겠어 그냥 왠지 너에게는
달콤한 향기가 나는 것 같은 기분이야
Honey
너를 볼 때마다 떠오르는 말이야
꿀을 가득 품은 예쁜 꽃을 닮아서
그런가 보다
너에게 잘 어울리는 말인 것 같아
가끔은 가시 돋친 너의 말에
상처를 입고는 하지만 That's okay
가시를 돋게 만든 건 It' me
나니까 찔리는 것도 당연한 거지
더 주지 못해서 늘 미안해
늘 받기만 해서도 다 미안해
내가 못나고 부족한데도
항상 나의 곁에 있어주는 너
내 삶은
에스프레소처럼 씁쓸해도
어떤 첨가도 하지 않았었어
그게 마땅해서
달콤한 향기도 사치였어
난 그런 놈이어서
근데 그때
너란 사람이 내 앞에
보잘것없는 나한테
하나가 되어줬네
Like a latte
Honey
너를 보면 제일 먼저 떠오르는 말
나도 모르겠어 그냥 왠지 너에게는
달콤한 향기가 나는 것 같은 기분이야
Honey
너를 볼 때마다 떠오르는 말이야
꿀을 가득 품은 예쁜 꽃을 닮아서
그런가 보다
너에게 잘 어울리는 말인 것 같아
Honey
Honey
Honey
네게 어울리는말
Honey
Oh Honey Honey
Honey
Honey"
1996,LA LA LAND,Wynn (윈)CONNECT 아티스트,"음 오늘은 왠지 기분이 좋은 걸
좀 더운 바람도 나쁘진 않은데
넌 뭘 하고 있을까 궁금해
네게 전활 걸어
어디든 떠나자 지금
우리 맘이 가는 대로
넌 내 손을 잡아줄래
oh 완벽해
넌 오늘은 더 아무 생각 마
그냥 이 기분에 우릴 맡기면 돼
지금 데리러 갈게

아무 말도 없이 널 바라볼 때면
i’m driving to the moon 
go with you by my side
너와 함께 보는 모든 순간들이
다 영화 같은 걸
just dance with me

la la la la la la
la la la la la la la
la la la la la la
la la la la la la
la la la la la la
la la la la la la la la
la la la la la la
la la la la la la

oh 널 봤을 땐
궁금해져 모든 게
왜 시간은 빠르고
넌 지금 또 왜 예뻐
우릴 비추는 저 별들과
그 아래 서있는 우리를 봐
뭘 더 바라겠어 it's you
내게 좀 더 가까이 붙어줘
널 안을 수 있게

아무 말도 없이 널 바라볼 때면
i’m driving to the moon 
go with you by my side
너와 함께 보는 모든 순간들이
다 영화 같은 걸
just dance with me

이 장면 속에 우린
남녀 주인공이고
너의 말 한마딘
대사가 돼 
이 씬의 끝은 없는걸
잡은 두 손 절대 놓치지 않기로 해

la la la la la la
la la la la la la la
la la la la la la
la la la la la la
la la la la la la
la la la la la la la la
la la la la la la
la la la la la la"
