,노래제목,가수,가사
35,Let Me (Feat. Devin Morrison),Crush,"Look I can hear the tears through the phone
(I'll keep you company ain't gotta be alone)
I can tell your day was too long
(I know you're hurting I knew it all along)
Heartbroken and you're so sick
Of loving like it ain't broken
But shawty you already know this
I'm gonna treat you right (Yeah)
So baby let me cook you dinner
Let me wash your clothes
Let me hook you up as soon as I get home
Let me draw you a bath
Let me rub your back
But don't ask if I love you
'Cause I've been doing that (What?)
Oh baby no no no no no no
Don't get me wrong
Midnight to sunrise
From dusk until dawn
Whenever you need it girl
I got it girl c'mon
Just don't wanna interrupt
What you got goin' on
'Cause you're heartbroken and so sick
Of loving like it ain't broken
But shawty you already know this
I'm gonna treat you right (Yes babe)
Let me cook you dinner
Let me wash your clothes
Let me hook you up as soon as I get home
Let me draw you a bath
Let me rub your back
To show you that I love you
To the moon and back
Oh baby let me take you out
Take you to a show
Let you wear my jacket
Even though I'm cold
I'll pick you up from class
Feel up on that ass
Don't ask if I love you
'Cause I've been doing that"
36,PURPLE TUESDAY (feat. Joey Bada$$ & Jesse Boykins III),Rejjie Snow,"Seven years old I asked christ and the genie
Ten years old I seen my friend die really
Genie in the bottle though it's jenny on the block
I'm houdini with the uzi holy father wake me up
Time traveller that boy he a star
Blowing bubbles in the faces of the people afar
'97 hov playing trunk rattled the car
Wet lick done licked the gold stars of my heart
Golden roses over enemies
And sprinkled with serenity
Tryna stain the legacy pray to allah
And fo' sho' got you rappers
Instagramming your ma
With that north face jacket blade tucked in my
Way way before the tomb
Came the womb no question
And out came his black ass remember
You was yellow with your
Black bandana with your fingers all twisted
June 19th '87 in the kitchen
The straw that broke the camel's back
In love with your life
Have you ever walked home
Afraid alone in the night?
Have you ever taken drink
Inside the loo just in case?
Cause the fear of a man just like god to my cape
And the rap game crazy but the  came at 'em
Eve came home feeling fruity and we smashing
All of that ass got me feeling real ratchet
The chicken came before the egg
And way before the atoms
Cancelling the shows and
Making money off of acting
Rain rain pouring like the bezels in my chalice
Potentially
We could build a galaxy
This you and I verse could be
More than just the dreams of the living
I could see the you in me
So let's keep giving to the stars
I know that I could take you far
Far far away from here
Where we should be
U n i t y
Where we should be
U n i t y
Where we should be
U n i t y
You and me
U n i t y that's a unity
The man rose little concrete rose
Put your hands together folks for the black roach
'bout to deliver like stagecoach
Know I stay posted my  (that was it)
Yo what's the signs?
My fountain of youth is
All drying one minute we all smiling
Then poof we fall silent
And I've been digging deep
For this thing I ain't finding this
Either I'm insane in my brain
Or yo be honest that's
Probably what it is
Done seen a lot of shit that
Probably can't live with
You probably can't stomach
You probably can't ingest
At times we were so hungry
Got mad dreams and wishes
It'll all get sunny but for now it's this money that
Determines and divides that's insuring our lives
Even causing homicide on the streets of ny
A little shorty asked me
What's my purpose and why?
I told him save the children
And put them right at the line
He said for sure that's tight
But where yhe dollars signs and that
Then hella fine dimes with that ass so fat
That phantom and the maybach
That black mac that go crick crack
That's when I say yo chill shorty relax
Let me open your mind to the current times
If visions is colourblind
It's fine your life will still shine as
I consume this time he begin to unravel
And travel to a place
He thought that he would never find uh
U n i t y
U n i t y that's a unity
U n i t y
U n i t y that's a unity
Potentially
We could build a galaxy
This you and I verse could be
More than just the dreams of the living
I could see the you in me
So let's keep giving to the stars
I know that I could take you far
Far far away from here
Where we should be
Where we should be
Where we should be
You and me
What do we do? we gotta a duty gotta say
What do we do? we gotta a duty gotta save ayy
What do we do? we gotta a duty gotta say
There are the days that we pray for love
What do we do? we gotta a duty gotta say
What do we do? we gotta a duty gotta save ayy
What do we do? we gotta a duty gotta say
There are the days that we pray for love
Like that? uh
Like that y'all y'all y'all y'all y'all
Y'all y'all y'all y'all y'all
Y'all badman and ting
Badman and gwan
Badman gon' sing yo
Badman ah
Badman do
Badman fi do
Badman do yeah"
37,Trying,Ella Mai(엘라 마이),"Had a lotta space, nothing in the way
I was moving round like everywhere
Had a couple flings, didn't mean a thing
'Cause I'm not the type to really care
Till you came around my heart
Said you been working hard for my attention for a minute
I never felt so soft
You throw my decisions off

Yeah, I see you trying real hard (And that's good enough)
Spend a little more time (So that's good enough)
Now you all on my mind (And that's good enough)
For me, for me

Not an easy read, I'm sure
I'm not the typical girl
And I know I make it harder, but I see you trying
When I look into your eyes I just can't deny it

You got that something
I always wanted
Usually not my type
But I still want it
Boy, you got that something
Wake me up in the morning
Loving's on my appetite
Know you don't wanna waste my time
I see you trying, I see you trying

I see you trying
They always say to wait for the perfect timing
I tried to cut off but you wasn't buying
You messing up my plans, I was tryna fight it
Oh yeah
I made you wait
You never had a girl put you in your place
Pain ain't on my heart, I just wanna say
You cut the chase, I can't escape

Yeah, I see you trying real hard (And that's good enough)
Spend a little more time (So that's good enough)
Now you all on my mind (And that's good enough)
For me, for me

Not an easy read, I'm sure
I'm not the typical girl
And I know I make it harder, but I see you trying
When I look into your eyes I just can't deny it

You got that something
I always wanted
Usually not my type
But I still want it
Boy you got that something
Wake me up in the morning
Loving's on my appetite
Know you don't wanna waste my time
I see you trying, I see you trying

Truth is I'm down
You ain't been in love but you're learning how
I need you now
Kinda feel weird 'cause you're not so
Comfortable sharing your feelings
Ooh, I commend ya
You really winning
You got my attention
No competition, yeah

You got that something
I always wanted
Usually not my type
But I still want it
Boy you got that something
Wake me up in the morning
Loving on my appetite
Know you don't wanna waste my time
I see you trying, I see you trying

I see you trying, I see you trying
I see you trying"
38,10k Hours (feat. Nas),Jhene Aiko(즈네 아이코),"Yeah
One two check
Check one two
I know what it's like to lose
Do you? Do you?
Have you ever loved someone
Then lost that one?
You can't even call they phone
You can't even ask how they day was
Nothing in life's guaranteed you'll see uh
I'm not being difficult
I just see things differently
When I say I wanna see you
That means something deeper to me
I've been missing you for
Ten thousand hours (Thousand hours)
I cannot let go
Ten thousand memories (Memories)
I've been missing you for ten
Thousand hours (Thousand hours) yeah
I cannot let go
Ten thousand memories (Memories)
Have you ever loved someone
Then lost that one?
Have you ever missed someone
That ain't coming back? Uh
You can't even tell that one
'Cause they're not here to hear it
Do you hear me?
Nothing in life's guaranteed you'll see
I'm not being difficult
I just see things differently
You don't see the urgency
(You don't see the urgency)
That really worries me
(That really worries me)
The problem is that we think
Naturally we have time but you'll find
Anything can happen
Don't take it for granted
You know
I've been missing you for ten
Thousand hours (Ten thousand hours)
I cannot let go
Ten thousand memories
(Ten thousand memories)
I've been missing you for ten
Thousand hours (Ten thousand hours) uh
I cannot let go (No)
Ten thousand memories
(Ten thousand memories yo)
Thinkin' back on some good times
We had with some bad people like
I shoulda saw she was see
Through or He was evil like
I wasted my good
Experience with these people like
Guess it was meant to be
You was teaching me life
So only half that memory's worthwhile
We had beef but at
Least there's a birth of a child
Cooled and flipped it
Reminiscing bad times
With good people's terrific
Beautifully different 'cause we still kick it
You said we can't be intimate
You said we can't go there
If this thing is going nowhere
It's so weird
Now it's cold thought I had control
Thought I took your soul
Nah I took your mind engraved my name
You told me that my mind is
Your favorite place to hang
Ten thousand hours turned to
Ten thousand bridal flowers
What was mine is ours
How many soulmates we get in this lifetime?
Right now's the right time
You the wife kind
You could search your whole life tryna find
A love as good as the time we had
We had (We had)
Every person that comes in your life
Here for a limited time
So be fair be there (Be there) uh
Always planning never manifesting
Father please help me send him this message
Always planning never manifesting
Father please help me send him this message"
40,Navajo,Masego,"I know you see it girl
This ain't sitting real good in my soul
Everywhere this little girl goes
She pick up another obstacle
She was my heart
I don't know the tribe or the fall
But by default she don't think of me
I thought she was an indian (Navajo)
She be slangin' thangs
Like a simian (Now I know)
All my life I wanted me an indian
(There she go)
Now she's far away
But I had to know
I know you see it girl
This ain't sitting real good in my soul
Everywhere this little girl goes
She pick up another obstacle
She was my heart
I don't know the tribe or the fall
But by default she don't think of me
I thought she was an indian (Navajo)
She be slangin' thangs
Like a simian (Now I know)
All my life I wanted me an indian
(There she go)
Ooo girl lemme in
In the street
With a wedding ring
And she hit the bar
City babe are you down to cheat
He looked in her eye
Chivalry is it really dead?
He pulled out a tip? Pay up
Jumpin' right on him
Thinkin' when's it good to intervene
Then I lost her
Lost her to the world
And the girls and impostors
Entertain? I doubt it'll pay and it cost her
I ain't mad at me but it hurts
I thought she was an indian (Navajo)
Now she only worried
Bout' the benjamin's (Grab the gold)
She been lurking' in my dreams
(There she go)
I swear that eyes on me"
41,Ready Is Always Too Late,Sinead Harnett(시네이드 하넷),"When will I get you alone?
Waitin' in this fear is impossible to me
But I'll be gentle with my tone
'Cause even if I wanted to
Where we go depends on you
It never feels like wastin' time (Wastin' time)
Lyin' here just you and I
Let's stay forever and a day
I wonder if you'll feel the same way
What if I told you this could be over?
I just can't bear to hear you say
Let's take it steady
One day you'll let me
But not 'til we're ready
But ready is always too late too late
But ready is always too late ooh hey
Maybe I'm just too blind to see yeah
Jumpin' in so deep was irresponsible of me
But what if you're all I need?
Tell me what you're goin' through
I'll be here to comfort you
It never feels like wastin' time
Sharin' secrets you and I
Let's stay forever and a day
I want you to feel the same way
What if I told you this could be over?
I just can't bear to hear you say
Let's take it steady
One day you'll let me
But not 'til we're ready
But ready is always too late too late
But ready is always too late ooh hey
We've been here all this time
(Been here all this time)
If that doesn't change your mind
Won't you tell me this is real?
Won't you let me? (Let me)
Don't say when you're ready (Ready)
That's just too late oohh
What if I told you this could be over?
I just can't bear to hear you say
Let's take it steady
One day you'll let me
But not 'til we're ready
But ready is always too late too late
Ready is always too late late"
43,Vibrate,지소울 (GSoul),"I don't even know you but I want to
We can catch a flight up if you want to
Tonight I feel like breaking rules
'Cause I just broke up with my ex man
If you play your cards right
You'll be the next man
I just hope you know what to do
Hurry up we ain't gotta overthink it
Maybe you just call me on the weekend
I just hope you know what to do
Tell me baby
Vibrate
We can take this thing back to
My place
Baby it's harder for you
No shame
Trust me when I say I need you
All day
Make it vibrate
If you feel the way I'm feeling you babe
Don't you try to question it baby
Tell me all your stories all night long
Until the sun comes up
I wanna get closer to
Close to you
Right now
Near you
On me
We can take it home
Tell me baby
Vibrate
We can take this thing back to
My place
Baby it's harder for you
No shame
Trust me when I say I need you
All day
Make it vibrate
(Make it)
Vibrate
We can take this thing back to
My place
Baby it's harder for you
No shame (No shame)
Trust me when I say I need you (I need you)
All day
Make it vibrate"
45,Envy,Ogi,"Did you know that it's a sin to covet?
Baby I can't help the fact you love it
No skin off my back
Wish that I could help resolve the pain
That you've been holding on to but it's
So helpless if I'm the cause
Tried to act like we were constant buddies
Now I know that your reasons were ugly
Just dodged the attack
And you really should be so ashamed
I caught you in the in act and now you
Won't forget I am the boss
Was the problem always me
Or the fact you can't believe?
I have what I have and that you don't
And blame the circumstances
Now there's no choice but envy
No choice but envy
Now there's no choice but envy
No choice but envy
Was this all to try and get some glory?
Get some clout and post it on your story
Unbelievable
Should have cut you off right when you sat
Right next to me and shouted in my ear
That you're my biggest fan
Now you can't look at me in the face
Guess you finally have found your place
And left me alone
Bet you're bitter when you hear this track
Why you would try to leave me as I rise?
I still don't understand
Was the problem always me
Or the fact you can't believe?
I have what I have and that you don't
And blame the circumstances
Now there's no choice but envy
No choice but envy
Now there's no choice but envy
No choice but envy
And it's true that I believe
That is what it's gotta be
I have what I have and that you don't
And blame the circumstances
Oh no choice but envy
No choice but envy
No choice but envy
No choice but envy
No choice but envy"
46,Calvin's Joint (feat. Declan Miers),Mac Ayres(맥에이레즈),"I don't wanna wake up
From sleeping in this same bed everyday
Oh the storm been coming
I ain't gonna stay
Keep on tryna get on my own way
How many times should
Should I pass on by
That big old willow tree
Just to prove that there
Ain't nothin here for me
And let me on my way so cheerfully
(So cheerfully)
So cheerfully
Is it something in the way
Oh she telling me I changed
Lord knows I'm tryin'
Well I just got to draw the line
And go get my peace of mind
Lord knows I'm trying
Oh lord knows
Is it something in the way
Oh she telling me I changed
Lord knows I'm tryin'
I just got to draw the line
And go get my peace of mind
Lord knows I'm tryin'
(Lord knows I've been waiting senseless
I don't pace for your call)
Have I ever told you
That I spend my evenings
Howling to the moon
And it feels like every star is
Shining through
I think I doubt you would doubt me too
(You gon doubt me too)
You gon doubt me too
Oh is it something in the way
Oh she telling me I changed
Lord knows I'm tryin'
I just got to draw the line
And go get my peace of mind
Lord knows I'm tryin'
Is it something in the way
Oh she telling me I changed
Lord knows I'm tryin'
Ohh
I just got to draw the line
And go get my peace of mind
Lord knows I'm tryin'
Lord knows I've been tryin' friend
Lord knows I've been tryin' friend
Lord knows I've been tryin' friend
Lord knows I've been tryin' friend
Lord knows I've been tryin' friend
Lord knows I've been tryin' friend
Lord knows I've been tryin' friend
Lord knows I've been tryin' friend
Lord knows aye
(Lord knows)"
47,Dancing,bLAck pARty,"Ayy can I talk to you?
Girl I seen you dancing
Right here with your crew
It was your smile that brought me here to you
But maybe it's the way you hid your moves
Tell me do you have a boo?
And if not then I wanna dance with you
You're so gorgeous that
It's hard to keep my cool
But I'll keep it
Just to have a dance with you
Darling tell me can I talk to you?
I seen you dancing from across the room
And told myself I gotta know
I gotta know you
I gotta know I gotta know you
Hey can I walk you to
Your car and maybe we can get some food?
But you won't break
My heart if you decline it's cool
But I honestly wanna
End my night with you (Ayy)
Lemme know what's the deal or somethin'
I'm tryna chill or somethin'
I wanna know who you are
You so fly to me I swear it
And you got style yo I love
The way that dress fit yeah
Deep convos on the late night
Do you smoke? We can take flight
If you don't then that's alright
But If I have your permission
You can be
The braille to my blind eyes alright?
Can I talk to you?
I seen you dancing from across the room
And told myself I gotta know
I gotta know you
I gotta know I gotta know you
Love it when you dance with me
(Shake señora shake shake señora)
(Shake señora shake shake señora)
Baby won't you dance with me?
(Shake señora shake shake señora)
(Shake señora shake shake señora)
Baby won't you dance with me?
(Shake señora shake shake señora)
(Shake señora shake shake señora)
Oh baby won't you dance with me?
(Shake señora shake shake señora)
(Shake señora shake shake señora)
Baby won't you dance with me?
(Shake señora shake shake señora)
(Shake señora shake shake señora)
Oh baby won't you dance with me?
(Shake señora shake shake señora)
(Shake señora shake shake señora)
Baby won't you dance with me?
(Shake señora shake shake señora)
(Shake señora shake shake señora)
Oh baby won't you dance with me?
Can I talk to you?
I seen you dancing from across the room
And told myself I gotta know
I gotta know you
I gotta know I gotta know you"
49,Know Myself (feat. Vory),Justine Skye(저스틴 스카이),"I'm stuck in my ways
And it's all because of women
Tried to steal my own mind
Away for meditation
We been through it all girl but still we livin'
You tried to steal my own heart away
I know you feel me
Drop for me mama
Drop it like it's hot for me mama
Watch just how you talk to me mama
Keep that lovin' on lock for me mama yeah
Fuckin' with the kid he a monster
Imma get your number never call ya
And I know them other bitches gonna' try ya
With me mama yeah
(Say)
Say you know me better than I know myself
Say you know me but I didn't know myself
Say you know me better than I know myself
I took my time away to let you know it
For you I did all these things
So I don't need to show it
I try I try everything
But you claim you wasn't ready
So tell me who you kiddin'?
You out with all these women oh
Not tryna hold ya
I drop it like it's hot for ya boy
Even though you're not with me boy
Put it on the rocks for ya boy
Put you on a night and
Bye bye baby you lost it
Switch sides my home is cold and crazy
And I got nothing left to say
And how you know me better than I know my
Better than I know myself
Better than I know my
And how you know me better than I know my
Better than I know myself
Better than I know my
Know my know my
How you know me better than I know myself
How you know me better than I know myself
How you know me better than I know myself
How you know me
Better than I know myself
Better than I know myself
Better than I know myself
Say you know me?"
